Date,Dry Length (River Miles),Upstream Dry River Mile,Downstream Dry River Mile
09/05/2020,1.44,56.05,54.61
09/06/2020,8.63,160.07,151.44
09/06/2020,2.91,134.93,132.02
09/06/2020,32.69,95.44,62.75
09/06/2020,1.25,61.60,60.35
09/06/2020,1.53,56.12,54.59
09/07/2020,7.68,158.90,151.22
09/07/2020,2.69,134.60,131.91
09/07/2020,32.51,95.36,62.85
09/07/2020,1.55,61.91,60.36
09/07/2020,1.44,56.05,54.61
09/08/2020,8.62,160.00,151.38
09/08/2020,2.42,134.34,131.92
09/08/2020,32.49,95.36,62.87
09/08/2020,0.64,61.00,60.36
09/08/2020,1.45,56.05,54.60
09/09/2020,7.17,158.81,151.64
09/09/2020,1.06,133.30,132.24
09/09/2020,30.21,94.36,64.15
09/09/2020,1.20,55.81,54.61
09/10/2020,6.25,158.75,152.50
09/10/2020,29.48,93.63,64.15
09/10/2020,0.70,55.30,54.60
09/11/2020,6.20,158.68,152.48
09/11/2020,29.64,93.63,63.99
09/11/2020,0.44,55.08,54.64
09/12/2020,6.15,158.65,152.50
09/12/2020,30.21,94.37,64.16
09/13/2020,6.18,158.60,152.42
09/13/2020,30.72,94.65,63.93
09/14/2020,5.95,158.35,152.40
09/14/2020,30.61,94.58,63.97
09/15/2020,6.10,158.50,152.40
09/15/2020,30.54,94.51,63.97
09/16/2020,6.25,158.57,152.32
09/16/2020,30.40,94.55,64.15
09/17/2020,6.25,158.55,152.30
09/17/2020,30.46,94.43,63.97
09/18/2020,6.58,158.80,152.22
09/18/2020,30.49,94.46,63.97
09/18/2020,0.64,55.34,54.70
09/19/2020,7.55,158.80,151.25
09/19/2020,30.29,94.26,63.97
09/19/2020,0.69,55.40,54.71
09/20/2020,6.67,158.70,152.03
09/20/2020,30.17,94.13,63.96
09/20/2020,0.19,54.84,54.65
09/21/2020,7.35,158.60,151.25
09/21/2020,1.50,133.30,131.80
09/21/2020,30.10,94.06,63.96
09/21/2020,0.13,54.83,54.70
09/22/2020,7.02,158.59,151.57
09/22/2020,0.59,133.33,132.74
09/22/2020,30.08,94.04,63.96
09/22/2020,0.14,54.84,54.70
09/23/2020,6.95,158.59,151.64
09/23/2020,0.68,133.39,132.71
09/23/2020,30.04,94.00,63.96
09/23/2020,0.17,54.84,54.67
09/24/2020,7.19,158.83,151.64
09/24/2020,0.55,133.27,132.72
09/24/2020,30.04,94.00,63.96
09/25/2020,7.29,158.79,151.50
09/25/2020,29.97,93.93,63.96
09/26/2020,7.15,158.60,151.45
09/26/2020,29.93,93.89,63.96
09/26/2020,0.08,54.75,54.67
09/27/2020,7.19,158.70,151.51
09/27/2020,29.75,93.68,63.93
09/27/2020,0.17,54.84,54.67
09/28/2020,6.29,158.75,152.46
09/28/2020,29.75,93.68,63.93
09/28/2020,0.17,54.84,54.67
09/29/2020,7.44,159.48,152.04
09/29/2020,29.40,93.36,63.96
09/29/2020,0.19,54.86,54.67
09/30/2020,7.44,159.48,152.04
09/30/2020,29.40,93.36,63.96
09/30/2020,0.19,54.86,54.67
10/01/2020,7.95,160.00,152.05
10/01/2020,29.12,93.05,63.93
10/01/2020,0.94,55.57,54.63
10/02/2020,7.95,160.00,152.05
10/02/2020,29.12,93.05,63.93
10/02/2020,0.94,55.57,54.63
10/03/2020,6.95,158.95,152.00
10/03/2020,28.99,92.95,63.96
10/03/2020,1.03,55.64,54.61
10/04/2020,6.52,158.84,152.32
10/04/2020,28.96,92.90,63.94
10/04/2020,1.23,55.84,54.61
10/05/2020,6.52,158.84,152.32
10/05/2020,28.96,92.90,63.94
10/05/2020,1.23,55.84,54.61
10/06/2020,7.02,159.32,152.30
10/06/2020,28.65,92.60,63.95
10/06/2020,0.92,55.52,54.60
10/07/2020,7.02,159.32,152.30
10/07/2020,28.65,92.60,63.95
10/07/2020,0.92,55.52,54.60
10/08/2020,7.03,159.37,152.34
10/08/2020,28.37,92.32,63.95
10/08/2020,0.89,55.56,54.67
10/09/2020,7.03,159.37,152.34
10/09/2020,28.37,92.32,63.95
10/09/2020,0.89,55.56,54.67
10/10/2020,6.41,158.71,152.30
10/10/2020,28.03,92.00,63.97
10/10/2020,0.59,55.28,54.69
10/11/2020,6.31,158.75,152.44
10/11/2020,27.92,91.87,63.95
10/11/2020,0.54,55.24,54.70
10/12/2020,6.31,158.75,152.44
10/12/2020,27.92,91.87,63.95
10/12/2020,0.54,55.24,54.70
10/13/2020,6.37,158.70,152.33
10/13/2020,27.67,91.62,63.95
10/13/2020,0.43,55.15,54.72
10/14/2020,6.37,158.70,152.33
10/14/2020,27.67,91.62,63.95
10/14/2020,0.43,55.15,54.72
10/15/2020,6.52,158.67,152.15
10/15/2020,27.48,91.42,63.94
10/15/2020,0.24,54.96,54.72
10/16/2020,6.52,158.67,152.15
10/16/2020,27.48,91.42,63.94
10/16/2020,0.24,54.96,54.72
10/17/2020,6.75,158.85,152.10
10/17/2020,27.15,91.12,63.97
10/18/2020,6.45,158.55,152.10
10/18/2020,26.83,90.97,64.14
10/19/2020,6.45,158.55,152.10
10/19/2020,26.83,90.97,64.14
10/20/2020,6.45,158.54,152.09
10/20/2020,26.61,90.76,64.15
10/21/2020,6.45,158.54,152.09
10/21/2020,26.61,90.76,64.15
10/22/2020,6.36,158.45,152.09
10/22/2020,26.35,90.50,64.15
10/23/2020,6.36,158.45,152.09
10/23/2020,26.35,90.50,64.15
10/24/2020,6.34,158.43,152.09
10/24/2020,26.04,90.19,64.15
10/25/2020,6.32,158.41,152.09
10/25/2020,26.03,90.17,64.14
10/26/2020,6.32,158.41,152.09
10/26/2020,26.03,90.17,64.14
10/27/2020,6.03,158.54,152.51
10/27/2020,26.03,90.17,64.14
10/28/2020,6.03,158.54,152.51
10/28/2020,26.03,90.17,64.14
10/29/2020,5.75,158.26,152.51
10/29/2020,23.76,87.90,64.14
10/30/2020,5.75,158.26,152.51
10/30/2020,23.65,87.79,64.14
10/31/2020,4.96,157.48,152.52
10/31/2020,23.42,87.57,64.15
06/17/2021,0.22,79.37,79.15
06/18/2021,3.92,77.21,73.29
06/18/2021,2.84,81.60,78.76
06/18/2021,1.44,72.59,71.15
06/18/2021,0.43,66.11,65.68
06/18/2021,1.28,67.93,66.65
06/18/2021,0.71,69.13,68.42
06/19/2021,17.77,82.40,64.63
06/20/2021,21.56,86.12,64.56
06/21/2021,21.85,86.42,64.57
06/22/2021,24.17,88.49,64.32
06/23/2021,27.49,91.80,64.31
06/24/2021,31.00,95.31,64.31
06/25/2021,31.14,95.45,64.31
06/26/2021,31.76,96.07,64.31
06/27/2021,31.89,96.17,64.28
06/27/2021,2.82,155.52,152.70
06/28/2021,30.47,94.78,64.31
06/28/2021,1.80,154.50,152.70
06/29/2021,29.21,93.52,64.31
06/30/2021,31.24,95.56,64.32
07/01/2021,30.17,94.49,64.32
07/02/2021,30.42,94.71,64.29
07/03/2021,29.15,93.45,64.30
07/16/2021,2.12,155.12,153.00
07/17/2021,3.29,155.99,152.70
07/17/2021,2.18,83.41,81.23
07/17/2021,1.08,157.78,156.70
07/18/2021,2.31,159.01,156.70
07/18/2021,18.99,84.37,65.38
07/18/2021,4.43,156.57,152.14
07/19/2021,3.52,155.90,152.38
07/19/2021,14.65,79.65,65.00
07/20/2021,6.43,158.57,152.14
07/20/2021,9.28,73.76,64.48
07/21/2021,5.68,158.05,152.37
07/22/2021,5.39,157.83,152.44
07/23/2021,5.93,158.37,152.44
07/24/2021,5.10,157.65,152.55
07/26/2021,5.34,157.80,152.46
07/27/2021,7.76,160.20,152.44
08/08/2021,1.46,153.81,152.35
08/09/2021,2.01,154.08,152.07
08/10/2021,1.60,153.66,152.06
08/11/2021,4.87,156.88,152.01
08/11/2021,16.80,82.40,65.60
08/12/2021,5.83,157.84,152.01
08/12/2021,21.19,85.76,64.57
08/13/2021,6.39,158.39,152.00
08/13/2021,1.70,75.50,73.80
08/14/2021,6.15,158.52,152.37
08/16/2021,5.99,158.34,152.35
08/17/2021,5.09,157.53,152.44
08/18/2021,4.64,157.03,152.39
08/19/2021,5.01,157.39,152.38
08/20/2021,5.23,157.60,152.37
08/21/2021,5.09,157.46,152.37
08/22/2021,5.54,157.51,151.97
08/22/2021,16.87,81.93,65.06
08/22/2021,1.43,134.39,132.96
08/23/2021,5.30,157.65,152.35
08/24/2021,7.27,158.70,151.43
08/24/2021,1.17,134.16,132.99
08/25/2021,8.33,159.51,151.18
08/25/2021,2.60,135.47,132.87
08/26/2021,8.93,160.11,151.18
08/26/2021,3.00,135.87,132.87
08/27/2021,7.95,159.07,151.12
08/27/2021,2.54,135.41,132.87
08/28/2021,7.82,159.03,151.21
08/29/2021,7.84,159.05,151.21
08/29/2021,0.23,134.21,133.98
08/30/2021,8.76,159.98,151.22
08/30/2021,1.48,134.52,133.04
08/31/2021,2.65,135.52,132.87
08/31/2021,8.34,159.55,151.21
09/01/2021,3.39,136.25,132.86
09/01/2021,8.24,159.45,151.21
09/02/2021,8.17,159.37,151.20
09/02/2021,2.33,135.18,132.85
09/03/2021,4.80,156.01,151.21
09/03/2021,2.50,135.35,132.85
09/04/2021,5.85,158.20,152.35
09/04/2021,2.56,135.41,132.85
09/05/2021,5.66,158.01,152.35
09/06/2021,6.53,157.75,151.22
09/07/2021,6.42,157.62,151.20
09/07/2021,2.05,135.06,133.01
09/08/2021,2.68,135.55,132.87
09/08/2021,6.30,157.51,151.21
09/09/2021,6.21,157.40,151.19
09/09/2021,3.32,136.18,132.86
09/09/2021,5.74,71.69,65.95
09/10/2021,6.16,157.38,151.22
09/10/2021,3.41,136.26,132.85
09/10/2021,18.13,82.70,64.57
09/12/2021,6.02,157.23,151.21
09/12/2021,18.78,83.43,64.65
09/12/2021,4.10,136.30,132.20
09/13/2021,6.00,157.20,151.20
09/13/2021,19.87,84.38,64.51
09/13/2021,4.48,136.65,132.17
09/14/2021,5.94,157.15,151.21
09/14/2021,20.21,84.70,64.49
09/14/2021,4.46,136.63,132.17
09/15/2021,20.33,84.82,64.49
09/16/2021,22.58,87.09,64.51
09/16/2021,5.83,157.03,151.20
09/16/2021,3.96,136.69,132.73
09/17/2021,5.77,156.97,151.20
09/17/2021,23.09,87.40,64.31
09/17/2021,4.70,136.87,132.17
09/18/2021,5.68,156.89,151.21
09/18/2021,23.36,87.48,64.12
09/18/2021,4.82,136.99,132.17
09/19/2021,5.60,156.80,151.20
09/19/2021,23.10,87.40,64.30
09/19/2021,4.71,136.87,132.16
09/20/2021,23.09,87.40,64.31
09/20/2021,4.72,155.92,151.20
09/20/2021,4.94,137.12,132.18
09/21/2021,4.66,155.86,151.20
09/21/2021,28.14,92.43,64.29
09/21/2021,4.94,137.12,132.18
09/22/2021,28.98,93.28,64.30
09/22/2021,4.65,155.85,151.20
09/22/2021,4.82,137.00,132.18
09/23/2021,4.58,155.79,151.21
09/23/2021,29.67,93.97,64.30
09/23/2021,4.72,136.89,132.17
09/24/2021,4.55,155.75,151.20
09/24/2021,29.05,93.36,64.31
09/25/2021,4.52,155.72,151.20
09/25/2021,4.52,136.69,132.17
09/25/2021,29.55,93.86,64.31
09/26/2021,4.45,155.64,151.19
09/26/2021,29.09,93.40,64.31
09/26/2021,4.19,136.38,132.19
09/27/2021,29.59,93.99,64.40
09/27/2021,4.33,155.53,151.20
09/27/2021,4.01,136.19,132.18
09/28/2021,29.57,93.96,64.39
09/28/2021,4.28,155.48,151.20
09/28/2021,3.96,136.14,132.18
09/29/2021,4.16,155.36,151.20
09/29/2021,27.10,91.49,64.39
09/29/2021,3.78,135.98,132.20
09/30/2021,29.51,93.90,64.39
09/30/2021,4.16,155.36,151.20
09/30/2021,3.73,135.91,132.18
10/01/2021,4.08,155.28,151.20
10/01/2021,3.16,135.36,132.20
10/01/2021,9.52,73.91,64.39
10/02/2021,6.09,70.49,64.40
10/03/2021,2.63,153.83,151.20
06/05/2022,17.14,82.99,65.85
06/06/2022,20.93,85.69,64.76
06/07/2022,23.59,88.14,64.55
06/08/2022,27.38,91.88,64.50
06/09/2022,28.26,93.26,65.00
06/10/2022,30.59,95.08,64.49
06/11/2022,31.60,96.00,64.40
06/12/2022,31.95,96.36,64.41
06/13/2022,32.00,96.40,64.40
06/14/2022,32.90,97.21,64.31
06/15/2022,33.22,97.53,64.31
06/16/2022,33.51,97.75,64.24
06/16/2022,2.42,155.46,153.04
06/17/2022,33.92,98.11,64.19
06/17/2022,3.28,155.87,152.59
06/18/2022,34.31,98.01,63.70
06/18/2022,2.81,155.46,152.65
06/19/2022,33.61,98.00,64.39
06/19/2022,1.15,153.80,152.65
06/20/2022,24.44,88.75,64.31
06/21/2022,10.37,74.60,64.23
07/14/2022,18.90,85.75,66.85
07/15/2022,9.56,74.13,64.57
07/16/2022,25.08,89.59,64.51
07/17/2022,14.75,79.27,64.52
07/17/2022,3.33,156.20,152.87
07/18/2022,7.22,159.63,152.41
07/19/2022,2.32,73.41,71.09
07/19/2022,9.59,161.79,152.20
07/20/2022,9.81,74.16,64.35
07/20/2022,10.52,162.73,152.21
07/21/2022,18.21,82.51,64.30
07/21/2022,10.94,163.10,152.16
07/22/2022,0.55,178.27,177.72
07/22/2022,27.14,91.44,64.30
07/22/2022,10.06,162.23,152.17
07/23/2022,2.04,179.76,177.72
07/23/2022,29.01,93.32,64.31
07/23/2022,10.50,163.32,152.82
07/24/2022,5.12,182.84,177.72
07/24/2022,28.73,93.40,64.67
07/24/2022,12.08,163.37,151.29
07/25/2022,5.90,183.62,177.72
07/25/2022,32.75,96.92,64.17
07/25/2022,1.72,134.19,132.47
07/25/2022,12.23,163.50,151.27
07/26/2022,10.74,188.46,177.72
07/26/2022,1.10,55.59,54.49
07/26/2022,34.51,98.69,64.18
07/26/2022,1.38,134.31,132.93
07/26/2022,12.24,163.50,151.26
07/27/2022,0.83,55.35,54.52
07/27/2022,26.43,90.60,64.17
07/27/2022,1.50,134.43,132.93
07/27/2022,12.31,163.60,151.29
07/28/2022,4.83,69.00,64.17
07/28/2022,12.30,163.59,151.29
07/29/2022,11.18,163.16,151.98
07/30/2022,9.70,162.11,152.41
07/31/2022,2.47,154.90,152.43
09/12/2022,12.23,85.59,73.36
09/12/2022,1.77,154.92,153.15
09/13/2022,15.51,80.00,64.49
09/13/2022,2.14,155.14,153.00
09/15/2022,1.74,155.10,153.36
09/16/2022,12.63,81.81,69.18
09/17/2022,20.73,85.03,64.30
09/18/2022,20.43,84.80,64.37
09/18/2022,3.52,156.20,152.68
09/19/2022,13.83,78.12,64.29
09/19/2022,3.79,156.22,152.43
09/20/2022,15.19,79.42,64.23
09/20/2022,4.39,156.82,152.43
09/21/2022,15.31,79.54,64.23
09/21/2022,5.08,157.53,152.45
09/22/2022,14.89,79.06,64.17
09/22/2022,5.39,157.82,152.43
09/23/2022,12.67,76.79,64.12
09/23/2022,5.11,157.53,152.42
09/24/2022,11.74,75.92,64.18
09/24/2022,4.56,157.01,152.45
09/25/2022,4.74,157.15,152.41
09/26/2022,0.48,152.91,152.43
07/21/2023,3.08,81.18,78.10
07/22/2023,18.95,83.50,64.55
07/23/2023,21.13,85.60,64.47
07/24/2023,23.02,87.47,64.45
07/25/2023,24.17,88.58,64.41
07/26/2023,24.90,89.31,64.41
07/27/2023,26.38,90.79,64.41
07/28/2023,26.68,91.02,64.34
07/29/2023,27.07,91.39,64.32
07/30/2023,27.46,91.76,64.30
07/31/2023,27.69,91.99,64.30
08/01/2023,28.27,92.57,64.30
08/02/2023,28.52,92.82,64.30
08/03/2023,28.71,93.01,64.30
08/04/2023,0.89,154.40,153.51
08/04/2023,28.81,93.11,64.30
08/05/2023,2.59,155.64,153.05
08/05/2023,29.15,93.45,64.30
08/06/2023,2.49,155.52,153.03
08/06/2023,29.46,93.65,64.19
08/07/2023,3.26,155.88,152.62
08/07/2023,29.64,93.83,64.19
08/08/2023,2.91,155.57,152.66
08/08/2023,28.73,92.92,64.19
08/09/2023,2.89,155.55,152.66
08/09/2023,21.63,85.82,64.19
08/10/2023,20.48,84.67,64.19
08/11/2023,23.24,87.40,64.16
08/12/2023,20.24,84.43,64.19
08/13/2023,20.10,84.29,64.19
08/14/2023,19.40,83.55,64.15
08/15/2023,0.55,154.40,153.85
08/15/2023,21.74,85.93,64.19
08/16/2023,3.12,156.15,153.03
08/16/2023,23.19,87.37,64.18
08/17/2023,4.24,157.11,152.87
08/17/2023,27.57,91.76,64.19
08/18/2023,4.14,156.83,152.69
08/18/2023,28.42,92.60,64.18
08/19/2023,3.50,156.12,152.62
08/19/2023,28.73,92.92,64.19
08/20/2023,3.61,156.23,152.62
08/20/2023,28.94,92.96,64.02
08/21/2023,3.60,156.22,152.62
08/21/2023,28.89,92.88,63.99
08/22/2023,3.58,156.22,152.64
08/22/2023,26.82,90.82,64.00
08/23/2023,3.63,156.27,152.64
08/23/2023,26.26,90.26,64.00
08/24/2023,3.55,156.19,152.64
08/24/2023,21.89,86.07,64.18
08/25/2023,3.59,156.23,152.64
08/25/2023,23.19,87.37,64.18
08/26/2023,3.28,155.91,152.63
08/26/2023,23.19,87.37,64.18
08/27/2023,2.07,154.68,152.61
08/27/2023,23.25,87.37,64.12
08/28/2023,2.74,155.38,152.64
08/28/2023,27.10,91.09,63.99
08/29/2023,3.10,155.74,152.64
08/29/2023,21.73,85.70,63.97
08/30/2023,3.34,155.98,152.64
08/30/2023,21.91,85.88,63.97
08/31/2023,3.45,156.09,152.64
08/31/2023,30.41,94.38,63.97
09/01/2023,3.57,156.20,152.63
09/01/2023,30.66,94.64,63.98
09/02/2023,3.64,156.27,152.63
09/02/2023,30.50,94.48,63.98
09/03/2023,4.17,156.80,152.63
09/03/2023,30.52,94.48,63.96
09/04/2023,4.17,156.80,152.63
09/04/2023,30.26,94.22,63.96
09/05/2023,5.19,157.50,152.31
09/05/2023,30.25,94.22,63.97
09/06/2023,4.41,157.05,152.64
09/06/2023,30.23,94.20,63.97
09/07/2023,4.96,157.25,152.29
09/07/2023,30.24,94.20,63.96
09/08/2023,5.35,157.50,152.15
09/08/2023,30.04,94.01,63.97
09/09/2023,5.14,157.26,152.12
09/09/2023,1.34,134.14,132.80
09/09/2023,29.98,93.95,63.97
09/10/2023,4.96,157.10,152.14
09/10/2023,29.91,93.88,63.97
09/11/2023,4.96,157.10,152.14
09/11/2023,1.09,133.94,132.85
09/11/2023,30.52,94.49,63.97
09/12/2023,4.24,156.88,152.64
09/12/2023,0.34,133.24,132.90
09/12/2023,29.99,93.95,63.96
09/13/2023,3.72,156.36,152.64
09/13/2023,29.52,93.72,64.20
09/14/2023,3.63,156.27,152.64
09/14/2023,29.63,93.63,64.00
09/15/2023,29.58,93.58,64.00
09/16/2023,2.91,155.50,152.59
09/16/2023,29.57,93.54,63.97
09/17/2023,3.47,156.10,152.63
09/17/2023,29.92,93.88,63.96
09/18/2023,3.57,156.21,152.64
09/18/2023,30.64,94.60,63.96
09/19/2023,3.63,156.27,152.64
09/19/2023,8.60,72.57,63.97
09/20/2023,3.63,156.27,152.64
09/21/2023,5.57,158.21,152.64
09/21/2023,4.12,68.14,64.02
09/22/2023,6.24,158.54,152.30
09/22/2023,19.56,83.56,64.00
09/23/2023,6.61,158.65,152.04
09/23/2023,21.36,85.33,63.97
09/24/2023,6.17,158.32,152.15
09/24/2023,23.40,87.35,63.95
09/25/2023,6.53,158.99,152.46
09/25/2023,25.09,89.04,63.95
09/26/2023,6.60,159.06,152.46
09/26/2023,23.41,87.37,63.96
09/27/2023,6.45,159.08,152.63
09/27/2023,24.25,88.21,63.96
09/28/2023,5.80,158.07,152.27
09/28/2023,24.51,88.47,63.96
09/29/2023,4.93,157.39,152.46
09/29/2023,25.75,89.71,63.96
09/30/2023,4.74,157.19,152.45
09/30/2023,1.14,133.94,132.80
09/30/2023,26.07,90.02,63.95
10/01/2023,4.55,157.00,152.45
10/01/2023,1.83,134.55,132.72
10/01/2023,26.07,90.02,63.95
10/02/2023,4.55,157.00,152.45
10/02/2023,1.83,134.55,132.72
10/02/2023,26.63,90.58,63.95
10/03/2023,4.23,156.51,152.28
10/03/2023,0.97,133.76,132.79
10/03/2023,26.63,90.58,63.95
10/04/2023,4.23,156.51,152.28
10/04/2023,0.97,133.76,132.79
10/04/2023,26.43,90.38,63.95
10/05/2023,4.20,156.47,152.27
10/05/2023,1.46,134.25,132.79
10/05/2023,26.43,90.38,63.95
10/06/2023,4.20,156.47,152.27
10/06/2023,1.46,134.25,132.79
10/06/2023,26.42,90.37,63.95
10/07/2023,4.26,156.38,152.12
10/07/2023,1.64,134.36,132.72
10/07/2023,26.42,90.37,63.95
10/08/2023,4.26,156.38,152.12
10/08/2023,1.64,134.36,132.72
10/08/2023,26.38,90.33,63.95
10/09/2023,4.09,156.27,152.18
10/09/2023,1.60,134.34,132.74
10/09/2023,26.38,90.33,63.95
10/10/2023,4.09,156.27,152.18
10/10/2023,1.60,134.34,132.74
10/10/2023,26.32,90.27,63.95
10/11/2023,4.09,156.27,152.18
10/11/2023,1.51,134.25,132.74
10/11/2023,26.32,90.27,63.95
10/12/2023,4.09,156.27,152.18
10/12/2023,1.51,134.25,132.74
10/12/2023,26.42,90.37,63.95
10/13/2023,5.26,157.35,152.09
10/13/2023,2.11,134.85,132.74
10/13/2023,26.42,90.37,63.95
10/14/2023,5.26,157.35,152.09
10/14/2023,2.11,134.85,132.74
10/14/2023,26.25,90.20,63.95
10/15/2023,4.08,156.35,152.27
10/15/2023,1.22,133.94,132.72
10/15/2023,26.25,90.20,63.95
10/16/2023,4.08,156.35,152.27
10/16/2023,1.22,133.94,132.72
10/16/2023,26.25,90.20,63.95
10/17/2023,3.95,156.22,152.27
10/17/2023,26.25,90.20,63.95
10/18/2023,3.95,156.22,152.27
10/18/2023,26.42,90.37,63.95
10/19/2023,3.86,156.14,152.28
10/19/2023,26.42,90.37,63.95
10/20/2023,3.86,156.14,152.28
10/20/2023,26.27,90.21,63.94
10/21/2023,3.76,156.02,152.26
10/21/2023,26.27,90.21,63.94
10/22/2023,3.76,156.02,152.26
10/22/2023,26.34,90.15,63.81
10/23/2023,3.46,155.92,152.46
10/23/2023,26.34,90.15,63.81
10/24/2023,3.46,155.92,152.46
10/24/2023,25.89,89.83,63.94
10/25/2023,3.26,155.90,152.64
10/25/2023,25.89,89.83,63.94
10/26/2023,3.26,155.90,152.64
10/26/2023,24.45,88.39,63.94
10/27/2023,3.16,155.75,152.59
10/27/2023,24.45,88.39,63.94
10/28/2023,3.16,155.75,152.59
10/28/2023,23.44,87.25,63.81
10/29/2023,3.00,155.30,152.30
10/29/2023,23.44,87.25,63.81
10/30/2023,3.00,155.30,152.30
10/30/2023,22.21,86.02,63.81
10/31/2023,1.23,153.90,152.67
10/31/2023,22.21,86.02,63.81
07/14/2024,15.36,79.50,64.14
07/15/2024,18.85,83.01,64.16
07/16/2024,19.99,84.15,64.16
07/17/2024,22.31,86.46,64.15
07/18/2024,23.12,87.28,64.16
07/19/2024,24.40,88.53,64.13
07/20/2024,25.58,89.67,64.09
07/21/2024,10.21,74.30,64.09
08/01/2024,11.77,85.67,73.90
08/02/2024,23.00,87.38,64.38
08/03/2024,26.36,90.56,64.20
08/04/2024,28.89,93.01,64.12
08/04/2024,0.28,153.47,153.19
08/05/2024,29.36,93.51,64.15
08/05/2024,1.38,154.25,152.87
08/06/2024,29.39,93.41,64.02
08/06/2024,3.07,155.36,152.29
08/07/2024,30.19,93.98,63.79
08/07/2024,2.91,155.20,152.29
08/08/2024,29.29,93.11,63.82
08/08/2024,3.23,155.51,152.28
08/09/2024,29.49,93.30,63.81
08/09/2024,0.03,133.57,133.54
08/09/2024,3.68,155.90,152.22
08/10/2024,30.17,93.98,63.81
08/10/2024,0.60,133.43,132.83
08/10/2024,3.55,156.00,152.45
08/11/2024,31.05,94.86,63.81
08/11/2024,1.32,134.16,132.84
08/12/2024,31.07,94.89,63.82
08/13/2024,33.04,96.85,63.81
08/13/2024,2.69,155.52,152.83
08/14/2024,23.97,87.78,63.81
08/14/2024,4.63,157.15,152.52
08/15/2024,23.28,87.09,63.81
08/15/2024,2.92,155.36,152.44
08/16/2024,25.50,89.31,63.81
08/16/2024,3.15,155.36,152.21
08/17/2024,26.31,90.12,63.81
08/17/2024,2.74,155.24,152.50
08/18/2024,28.68,92.49,63.81
08/18/2024,3.02,155.37,152.35
08/19/2024,28.46,92.27,63.81
08/19/2024,2.90,155.40,152.50
08/20/2024,31.56,95.37,63.81
08/20/2024,3.14,155.33,152.19
08/21/2024,30.54,94.35,63.81
08/21/2024,1.80,134.61,132.81
08/21/2024,3.09,155.21,152.12
08/22/2024,30.15,93.96,63.81
08/22/2024,2.02,134.82,132.80
08/22/2024,2.94,155.14,152.20
08/23/2024,29.33,92.78,63.45
08/23/2024,1.43,134.23,132.80
08/23/2024,3.00,155.12,152.12
08/24/2024,28.76,92.55,63.79
08/24/2024,3.01,155.36,152.35
08/25/2024,29.12,92.84,63.72
08/25/2024,2.80,155.08,152.28
08/26/2024,28.53,92.34,63.81
08/26/2024,2.64,154.99,152.35
08/27/2024,25.92,89.73,63.81
08/27/2024,2.40,154.62,152.22
08/28/2024,27.13,90.94,63.81
08/28/2024,1.42,153.92,152.50
08/29/2024,7.81,71.62,63.81
08/29/2024,0.44,152.97,152.53
09/01/2024,9.36,73.51,64.15
09/02/2024,20.29,84.31,64.02
09/02/2024,0.27,152.95,152.68
09/03/2024,20.00,83.81,63.81
09/03/2024,0.37,152.89,152.52
09/04/2024,20.15,83.96,63.81
09/04/2024,0.22,152.67,152.45
09/05/2024,20.74,84.55,63.81
09/05/2024,0.38,152.90,152.52
09/06/2024,18.22,82.03,63.81
09/07/2024,20.51,84.30,63.79
09/08/2024,20.41,84.22,63.81
09/09/2024,19.91,83.43,63.52
09/10/2024,15.29,78.82,63.53
09/11/2024,20.30,83.83,63.53
09/11/2024,1.58,154.28,152.70
09/12/2024,22.51,86.04,63.53
09/12/2024,1.59,154.25,152.66
09/13/2024,23.96,87.41,63.45
09/13/2024,1.82,154.02,152.20
09/14/2024,25.53,88.98,63.45
09/14/2024,2.17,154.27,152.10
09/15/2024,25.27,88.71,63.44
09/15/2024,1.98,154.03,152.05
09/16/2024,25.26,88.73,63.47
09/16/2024,0.39,133.28,132.89
09/16/2024,2.12,154.17,152.05
09/17/2024,24.49,88.02,63.53
09/17/2024,1.54,153.63,152.09
09/18/2024,21.33,84.83,63.50
09/18/2024,1.25,134.15,132.90
09/18/2024,1.56,153.62,152.06
09/19/2024,20.34,83.81,63.47
09/19/2024,1.73,134.63,132.90
09/19/2024,1.56,153.61,152.05
09/20/2024,17.90,81.35,63.45
09/20/2024,1.98,134.87,132.89
09/20/2024,1.38,153.43,152.05
09/21/2024,17.50,80.95,63.45
09/21/2024,1.68,134.40,132.72
09/21/2024,1.59,153.29,151.70
09/22/2024,17.40,80.85,63.45
09/22/2024,2.27,134.98,132.71
09/22/2024,1.89,153.13,151.24
09/23/2024,16.84,80.31,63.47
09/23/2024,0.93,133.65,132.72
09/23/2024,0.27,152.60,152.33
09/24/2024,16.85,80.32,63.47
09/25/2024,18.05,81.50,63.45
09/26/2024,19.98,83.43,63.45
09/27/2024,19.31,82.76,63.45
09/28/2024,19.22,82.67,63.45
09/29/2024,19.33,82.78,63.45
09/30/2024,19.41,82.86,63.45
10/01/2024,19.18,82.63,63.45
10/02/2024,19.13,82.58,63.45
10/03/2024,19.19,82.51,63.32
10/04/2024,18.91,82.36,63.45
10/05/2024,18.79,82.24,63.45
10/06/2024,18.69,82.14,63.45
10/07/2024,18.49,81.94,63.45
10/08/2024,18.45,81.90,63.45
10/09/2024,18.37,81.82,63.45
10/10/2024,18.32,81.77,63.45
10/10/2024,0.31,152.55,152.24
10/11/2024,18.27,81.72,63.45
10/11/2024,0.82,152.91,152.09
